Idx,CategoryID,CategoryName,BestOfferEnabled,AutoPayEnabled,CategoryLevel,CategoryParentID
133,162976,Tea Caddies,false,false,4,37934
134,162977,Teapots,false,true,4,37934
135,162978,Tsuba,true,false,4,37934
136,37940,Vases,false,true,4,37934
137,73466,Other Japanese Antiques,false,false,4,37934
138,162979,Korea,true,false,3,20082
139,116556,Middle East,false,false,3,20082
140,162989,Mongolia,false,false,3,20082
141,164808,Southeast Asia,true,false,3,20082
142,162980,Amulets,true,false,4,164808
143,162981,Bells,true,true,4,164808
144,162982,Bracelets,false,false,4,164808
145,162983,Masks,false,false,4,164808
146,162984,Necklaces & Pendants,false,true,4,164808
147,162985,Paintings,false,false,4,164808
148,162986,Statues,false,false,4,164808
149,20085,Other Southeast Asian Antiques,false,true,4,164808
150,79947,Tibet,false,true,3,20082
151,162988,Unknown,false,false,3,20082
152,155354,Reproductions,false,false,3,20082
153,171171,Price Guides & Publications,false,false,3,20082
154,2194,Other Asian Antiques,false,false,3,20082
155,2195,Books & Manuscripts,false,false,2,20081
156,2196,American,false,false,3,2195
157,2198,Asian,true,false,3,2195
158,2200,English,false,false,3,2195
159,2201,European,false,true,3,2195
160,162924,Middle Eastern,false,true,3,2195
161,356,Other Antique Books,true,true,3,2195
162,20086,Decorative Arts,false,true,2,20081
163,63521,Ceramics & Porcelain,false,false,3,20086
164,63522,Bowls,true,false,4,63521
165,63523,Boxes,false,false,4,63521
166,162999,Butter Pats,false,true,4,63521
167,163000,Candle Holders,false,false,4,63521
168,163001,Candlesticks,false,false,4,63521
169,163002,Chamber Pots,false,false,4,63521
170,63524,Creamers & Sugar Bowls,false,false,4,63521
171,163003,Crocks,false,false,4,63521
172,63525,Cups & Saucers,true,true,4,63521
173,63526,Figurines,false,true,4,63521
174,63527,Jars,false,false,4,63521
175,163004,Jugs,false,true,4,63521
176,63529,Mugs & Tankards,false,false,4,63521
177,63528,Pitchers,true,false,4,63521
178,163006,Planters,false,false,4,63521
179,63531,Plates & Chargers,true,false,4,63521
180,63532,Platters & Trays,false,false,4,63521
181,63533,Salt & Pepper Shakers,false,false,4,63521
182,63534,Teapots & Tea Sets,false,false,4,63521
183,63535,Tiles,true,true,4,63521
184,63536,Tureens,false,true,4,63521
185,163005,Urns,false,false,4,63521
186,63530,Vases,false,false,4,63521
187,2203,Other Antique Ceramics,true,false,4,63521
188,63537,Clocks,false,false,3,20086
189,63538,Glass,true,false,3,20086
190,162990,Bottles,false,false,4,63538
191,63539,Bowls,false,true,4,63538
192,162991,Candle Holders,true,true,4,63538
193,162992,Candlesticks,false,false,4,63538
194,162993,Compotes,false,false,4,63538
195,63541,Decanters,false,false,4,63538
196,162995,Dishes,false,true,4,63538
197,162996,Figurines,false,false,4,63538
198,63540,Jars,false,false,4,63538
199,162994,Jugs,false,false,4,63538
200,63542,Perfume Bottles,false,false,4,63538
201,63543,Pitchers,false,false,4,63538
202,63544,Plates,false,false,4,63538
203,162997,Salt & Pepper Shakers,false,false,4,63538
204,63545,Stemware,false,false,4,63538
205,63546,Vases,true,false,4,63538
206,2205,Other Antique Glass,false,false,4,63538
207,63547,Lamps,false,false,3,20086
208,1211,Metalware,false,false,3,20086
209,20089,Mirrors,true,false,3,20086
210,40024,Picture Frames,false,false,3,20086
211,1218,Toleware,false,false,3,20086
212,37941,Woodenware,false,false,3,20086
213,37942,Bowls,false,false,4,37941
214,37943,Boxes,false,true,4,37941
215,162998,Carved Figures,false,false,4,37941
216,37944,Trays,true,false,4,37941
217,1219,Other Antique Woodenware,false,false,4,37941
218,171172,Price Guides & Publications,false,false,3,20086
219,73467,Other Antique Decorative Arts,false,false,3,20086
220,2207,Ethnographic,false,true,2,20081
221,37945,African,false,false,3,2207
222,163007,Jewelry,false,false,4,37945
223,37946,Masks,true,false,4,37945
224,37947,Sculptures & Statues,false,false,4,37945
225,4171,Other African Antiques,false,true,4,37945
226,4170,Latin American,false,false,3,2207
227,4173,Native American,false,false,3,2207
228,4172,Pacific Islands & Oceania,false,false,3,2207
229,171173,Price Guides & Publications,false,false,3,2207
230,2204,Other Ethnographic Antiques,false,false,3,2207
231,20091,Furniture,false,false,2,20081
232,98436,Armoires & Wardrobes,false,false,3,20091
233,98437,Pre-1800,false,false,4,98436
234,60275,1800-1899,false,false,4,98436
235,66858,1900-1950,false,false,4,98436
236,162894,Post-1950,false,false,4,98436
237,162895,Unknown,false,false,4,98436
238,63549,Beds & Bedroom Sets,true,false,3,20091
239,63552,Pre-1800,false,false,4,63549
240,63550,1800-1899,false,false,4,63549
241,63551,1900-1950,true,false,4,63549
242,156308,Post-1950,false,true,4,63549
243,162887,Unknown,false,false,4,63549
244,63553,Benches & Stools,false,false,3,20091
245,63554,Pre-1800,true,false,4,63553
246,63555,1800-1899,false,true,4,63553
247,63556,1900-1950,false,false,4,63553
248,156953,Post-1950,false,true,4,63553
249,162888,Unknown,true,false,4,63553
250,63557,Bookcases,true,true,3,20091
251,63558,Pre-1800,true,false,4,63557
252,63559,1800-1899,false,false,4,63557
253,63560,1900-1950,false,true,4,63557
254,156309,Post-1950,false,false,4,63557
255,162889,Unknown,false,false,4,63557
256,63561,Cabinets & Cupboards,false,false,3,20091
257,63562,Pre-1800,true,false,4,63561
258,63563,1800-1899,false,false,4,63561
259,63564,1900-1950,false,false,4,63561
260,156310,Post-1950,false,false,4,63561
261,162892,Unknown,false,true,4,63561
262,63565,Chairs,false,false,3,20091
263,63566,Pre-1800,false,false,4,63565
264,63567,1800-1899,false,false,4,63565
265,63568,1900-1950,false,false,4,63565
266,156311,Post-1950,false,false,4,63565
267,162893,Unknown,false,false,4,63565
268,98430,Chests & Trunks,false,false,3,20091
269,98431,Pre-1800,false,false,4,98430
270,66842,1800-1899,false,true,4,98430
271,66854,1900-1950,false,false,4,98430
272,162890,Post-1950,false,false,4,98430
273,162891,Unknown,false,false,4,98430
274,63569,Desks & Secretaries,false,false,3,20091
275,63570,Pre-1800,true,false,4,63569
276,63571,1800-1899,true,false,4,63569
277,63572,1900-1950,false,false,4,63569
278,156312,Post-1950,false,false,4,63569
279,162896,Unknown,false,false,4,63569
280,63573,Dining Sets,false,true,3,20091
281,63574,Pre-1800,false,false,4,63573
282,63575,1800-1899,false,false,4,63573
283,63576,1900-1950,false,false,4,63573
284,156313,Post-1950,false,false,4,63573
285,162897,Unknown,false,false,4,63573
286,63577,Dressers & Vanities,false,false,3,20091
287,63578,Pre-1800,false,false,4,63577
288,63579,1800-1899,false,false,4,63577
289,63580,1900-1950,false,false,4,63577
290,156314,Post-1950,false,true,4,63577
291,162898,Unknown,false,false,4,63577
292,162899,Hall Trees & Stands,false,false,3,20091
293,162900,Pre-1800,false,false,4,162899
294,162901,1800-1899,false,true,4,162899
295,162902,1900-1950,false,false,4,162899
296,162903,Post-1950,false,false,4,162899
297,162904,Unknown,false,true,4,162899
298,162905,Nightstands,false,true,3,20091
299,162906,Pre-1800,false,false,4,162905
300,162907,1800-1899,false,false,4,162905
301,162908,1900-1950,false,false,4,162905
302,162909,Post-1950,false,false,4,162905
303,162910,Unknown,false,false,4,162905
304,98444,Sideboards & Buffets,true,true,3,20091
305,98445,Pre-1800,true,false,4,98444
306,66848,1800-1899,false,false,4,98444
307,66862,1900-1950,true,false,4,98444
308,162914,Post-1950,false,false,4,98444
309,162915,Unknown,false,true,4,98444
310,63581,Sofas & Chaises,true,false,3,20091
311,63582,Pre-1800,false,false,4,63581
312,63583,1800-1899,false,true,4,63581
313,63584,1900-1950,false,false,4,63581
314,156315,Post-1950,false,false,4,63581
315,162911,Unknown,false,false,4,63581
316,63585,Tables,false,false,3,20091
317,63586,Pre-1800,true,false,4,63585
318,63587,1800-1899,true,false,4,63585
319,63588,1900-1950,false,false,4,63585
320,156316,Post-1950,true,true,4,63585
321,162912,Unknown,false,false,4,63585
322,162913,Parts & Salvaged Pieces,true,true,3,20091
323,171166,Price Guides & Publications,true,true,3,20091
324,63589,Other Antique Furniture,false,false,3,20091
325,163008,Home & Hearth,false,true,2,20081
326,163009,Baby Carriages & Buggies,false,true,3,163008
327,163010,Baby Cradles,false,false,3,163008
328,163011,Bath Tubs,false,true,3,163008
329,163012,Clothing Wringers,false,false,3,163008
330,163013,Hearth Ware,true,true,3,163008
331,163014,Ice Boxes,false,false,3,163008
332,163015,Meat Grinders,false,false,3,163008
333,163016,Sinks,true,true,3,163008
334,163017,Stoves,false,true,3,163008
335,163018,Toasters,false,false,3,163008
336,151724,Trivets,false,false,3,163008
337,163057,Washing Machines,false,false,3,163008
338,163058,Other Antique Home & Hearth,false,false,3,163008
339,2218,Linens & Textiles (Pre-1930),true,false,2,20081
340,166291,Bed & Bath Linens,false,false,3,2218
341,166292,Bedspreads & Coverlets,true,true,4,166291
342,166293,Blankets,false,false,4,166291
343,166294,Pillowcases,false,false,4,166291
344,166295,Sheets,false,true,4,166291
345,166296,Towels,false,false,4,166291
346,166297,Other Antique Bed & Bath Linen,false,false,4,166291
347,20117,Embroidery,true,false,3,2218
348,38000,Fabric,true,false,3,2218
349,66639,Chenille,false,true,4,38000
350,38001,Cotton,false,false,4,38000
351,66640,Damask,false,false,4,38000
352,66641,Linen,false,false,4,38000
353,38002,Silk,true,true,4,38000
354,66642,Velvet,false,false,4,38000
355,38003,Wool,true,false,4,38000
356,73469,Other Antique Fabric,true,false,4,38000
357,163107,Feed & Flour Sacks,false,false,3,2218
358,163108,Handkerchiefs,false,false,3,2218
359,39449,Kitchen & Table Linens,false,false,3,2218
360,39450,Napkins,false,false,4,39449
361,163110,Placemats,false,true,4,39449
362,39451,Runners,false,false,4,39449
363,39453,Tablecloths,false,false,4,39449
364,39454,Towels,false,false,4,39449
365,2220,Other Antique Table Linens,false,false,4,39449
366,39444,"Lace, Crochet & Doilies",true,false,3,2218
367,163109,Collars & Cuffs,false,false,4,39444
368,39445,Doilies,false,false,4,39444
369,39446,Runners,false,false,4,39444
370,39447,Tablecloths,false,false,4,39444
371,39448,Trim & Edging,false,true,4,39444
372,2219,Other Antique Lace & Crochet,true,true,4,39444
373,63624,Pillows,false,false,3,2218
374,63627,Quilts,false,false,3,2218
375,2221,Completed Quilts,false,false,4,63627
376,63634,Quilt Blocks,true,true,4,63627
377,170064,Quilt Tops,false,false,4,63627
378,2223,Samplers,false,false,3,2218
379,2224,Tapestries,true,false,3,2218
380,171178,Price Guides & Publications,true,false,3,2218
381,362,Other Antique Textiles,false,true,3,2218
382,37958,"Maps, Atlases & Globes",true,false,2,20081
383,63602,United States (Pre-1900),true,false,3,37958
384,63603,"AK, HI",false,true,4,63602
385,63604,"AL, FL, GA, MS, NC, SC",false,false,4,63602
386,63605,"AR, IA, KS, LA, MO, NE",false,false,4,63602
387,63606,"AZ, CA, CO, NM, NV, UT",false,false,4,63602
388,63607,"CT, MA, ME, NH, RI, VT",true,false,4,63602
389,63608,"DC, DE, MD, NJ, NY, PA",false,false,4,63602
390,63609,"ID, OR, WA",false,false,4,63602
391,63610,"IL, IN, MI, OH, WI",true,false,4,63602
392,63611,"MN, MT, ND, SD, WY",false,false,4,63602
393,63612,"OK, TX",false,true,4,63602
394,63613,"VA, WV, KY, TN",false,false,4,63602
395,163077,Entire US,false,false,4,63602
396,163059,United States (1900-Now),true,false,3,37958
397,163060,"AK, HI",true,false,4,163059
398,163061,"AL, FL, GA, MS, NC, SC",false,false,4,163059
399,163062,"AR, IA, KS, LA, MO, NE",false,false,4,163059
400,163063,"AZ, CA, CO, NM, NV, UT",true,false,4,163059
401,163064,"CT, MA, ME, NH, RI, VT",false,false,4,163059
402,163065,"DC, DE, MD, NJ, NY, PA",true,true,4,163059
403,163066,"ID, OR, WA",false,false,4,163059
404,163067,"IL, IN, MI, OH, WI",false,false,4,163059
405,163068,"MN, MT, ND, SD, WY",true,false,4,163059
406,163069,"OK, TX",false,false,4,163059
407,163070,"VA, WV, KY, TN",false,false,4,163059
408,164809,Entire US,false,false,4,163059
409,163071,United States (Date Unknown),false,false,3,37958
410,98448,Africa,false,false,3,37958
411,37959,Pre-1900,true,false,4,98448
412,93119,1900-Now,false,false,4,98448
413,163118,Unknown,false,false,4,98448
414,98450,Asia,false,false,3,37958
415,37960,Pre-1900,false,false,4,98450
416,93120,1900-Now,true,true,4,98450
417,163119,Unknown,false,false,4,98450
418,98462,Australasia/ Oceania,false,false,3,37958
419,37961,Pre-1900,false,false,4,98462
420,93126,1900-Now,false,true,4,98462
421,163124,Unknown,false,false,4,98462
422,163072,Canada,false,false,3,37958
423,63600,Pre-1900,false,false,4,163072
424,163073,1900-Now,true,true,4,163072
425,163074,Unknown,true,false,4,163072
426,98452,Central America/ Caribbean,false,false,3,37958
427,63596,Pre-1900,false,false,4,98452
428,93123,1900-Now,true,false,4,98452
429,163120,Unknown,false,false,4,98452
430,98454,Europe,false,false,3,37958
431,38325,Pre-1900,false,false,4,98454
432,93121,1900-Now,false,false,4,98454
433,163121,Unknown,true,false,4,98454
434,98456,India,false,false,3,37958
435,63597,Pre-1900,true,false,4,98456
436,93122,1900-Now,false,true,4,98456
437,163122,Unknown,false,true,4,98456
438,105883,Ireland,false,false,3,37958
439,105884,Pre-1900,false,true,4,105883
440,105885,1900-Now,false,false,4,105883
441,163078,Unknown,false,false,4,105883
442,163079,Mexico,false,false,3,37958
443,63601,Pre-1900,false,false,4,163079
444,163080,1900-Now,true,false,4,163079
445,163081,Unknown,false,false,4,163079
446,98458,Middle East,true,false,3,37958
447,63598,Pre-1900,false,false,4,98458
448,93124,1900-Now,false,false,4,98458
449,163123,Unknown,false,true,4,98458
450,179654,North America,false,false,3,37958
451,163075,Pre-1900,false,false,4,179654
452,93125,1900-Now,false,true,4,179654
453,163076,Unknown,false,false,4,179654
454,98464,South America,false,false,3,37958
455,37963,Pre-1900,false,false,4,98464
456,96767,1900-Now,false,false,4,98464
457,163125,Unknown,true,false,4,98464
458,98446,United Kingdom,false,false,3,37958
459,121491,England,false,false,4,98446
460,63614,Pre-1900,true,false,5,121491
461,93118,1900-Now,false,false,5,121491
462,163115,Unknown,false,false,5,121491
463,121492,Scotland,false,false,4,98446
464,121493,Pre-1900,false,false,5,121492
465,121494,1900-Now,false,false,5,121492
466,163116,Unknown,false,false,5,121492
467,121495,Wales,false,false,4,98446
468,121496,Pre-1900,false,false,5,121495
469,121497,1900-Now,false,false,5,121495
470,163117,Unknown,false,false,5,121495
471,121498,Other Antique UK Maps & Globes,false,false,4,98446
472,63595,Maps on CD,true,false,3,37958
473,98466,World Maps,false,false,3,37958
474,2206,Pre-1900,true,false,4,98466
475,93127,1900-Now,false,false,4,98466
476,163126,Unknown,false,false,4,98466
477,98468,Globes,true,false,3,37958
478,63593,Pre-1900,true,true,4,98468
479,93128,1900-Now,false,false,4,98468
480,163127,Unknown,false,false,4,98468
481,37964,Mixed Lots,false,false,3,37958
482,151725,Reproductions,true,false,3,37958
483,171174,Price Guides & Publications,false,false,3,37958
484,38326,Other Antique Maps & Atlases,false,false,3,37958
485,37965,Maritime,false,false,2,20081
486,63615,Anchors,false,true,3,37965
487,63616,Bells & Whistles,true,false,3,37965
488,163082,Blueprints,false,false,3,37965
489,163083,Charts,true,false,3,37965
490,163084,Cleats & Chocks,true,false,3,37965
491,37966,Clocks,false,true,3,37965
492,37967,Compasses,false,false,3,37965
493,63617,Diving Helmets,false,false,3,37965
494,37968,Fishing Nets & Floats,true,false,3,37965
495,156318,Folk Art,false,false,3,37965
496,163090,Harpoons,false,false,3,37965
497,37969,Lamps & Lighting,false,false,3,37965
498,37970,Model Ships,true,false,3,37965
499,163085,Parallel Rules,true,false,3,37965
500,163086,Plaques & Signs,false,false,3,37965
501,63618,Portholes,false,false,3,37965
502,163087,Propellers,false,false,3,37965
503,163088,Pulleys,false,false,3,37965
504,63619,Scrimshaws,false,false,3,37965
505,37971,Sextants,false,false,3,37965
506,163089,Telegraphs,false,false,3,37965
507,37972,Telescopes,false,false,3,37965
508,37973,Wheels,false,false,3,37965
509,156319,Reproductions,false,false,3,37965
510,171175,Price Guides & Publications,false,true,3,37965
511,66638,Other Maritime Antiques,false,false,3,37965
512,163091,"Mercantile, Trades & Factories",true,false,2,20081
513,163092,Barber Chairs,true,false,3,163091
514,163093,"Binding, Embossing & Printing",true,true,3,163091
515,163094,"Cash Register, Adding Machines",false,true,3,163091
516,163095,Display Cases,false,true,3,163091
517,163096,Industrial Molds,false,false,3,163091
518,163097,Safes & Still Banks,true,false,3,163091
519,163098,Scales,false,false,3,163091
520,163099,Typewriters,true,false,3,163091
521,163100,Other Mercantile Antiques,false,true,3,163091
522,37974,Musical Instruments (Pre-1930),true,false,2,20081
523,156320,Brass,true,false,3,37974
524,37975,Keyboard,true,true,3,37974
525,37976,Percussion,true,false,3,37974
526,359,String,false,true,3,37974
527,37977,Wind,false,false,3,37974
528,156321,Reproductions,false,false,3,37974
529,171176,Price Guides & Publications,false,false,3,37974
530,156322,Other Antique Instruments,false,true,3,37974
531,100927,Periods & Styles,false,false,2,20081
532,100928,Aesthetic Movement,false,true,3,100927
533,69471,Art Deco,false,false,3,100927
534,69472,Art Nouveau,false,false,3,100927
535,96768,Arts & Crafts Movement,true,false,3,100927
536,69473,Mid-Century Modernism,false,false,3,100927
537,151738,Victorian,true,false,3,100927
538,171179,Price Guides & Publications,true,false,3,100927
539,163128,Other Antique Periods & Styles,false,false,3,100927
540,1217,Primitives,false,false,2,20081
541,163101,Restoration & Care,false,true,2,20081
542,163102,Cleaners & Polish,false,false,3,163101
543,163104,Storage & Display,false,false,3,163101
544,163105,Other Antique Restoration,false,true,3,163101
545,37978,Rugs & Carpets,false,true,2,20081
546,37979,Small (3x5 and smaller),false,false,3,37978
547,37980,Medium (4x6-6x9),false,false,3,37978
548,37981,Large (7x9-9x11),false,false,3,37978
549,37982,Extra Large (9x12 and larger),false,false,3,37978
550,37983,Runners,false,false,3,37978
551,73468,Other Antique Rugs & Carpets,false,false,3,37978
552,20094,Science & Medicine (Pre-1930),true,false,2,20081
553,163022,Apothecary & Pharmaceutical,false,false,3,20094
554,163023,Bottles & Jars,false,false,4,163022
555,163024,Mortar & Pestles,false,false,4,163022
556,163025,Scales,true,false,4,163022
557,163026,Other Antique Apothecary,false,false,4,163022
558,163027,Dentistry,false,false,3,20094
559,163028,Engineering,false,false,3,20094
560,163029,Medicine,true,true,3,20094
561,163030,Doctor Bags,true,false,4,163029
562,4069,Quack Medicine,false,false,4,163029
563,163031,Stethoscopes,true,true,4,163029
564,163032,Surgical Sets,false,false,4,163029
565,163033,Surgical Tools,true,false,4,163029
566,1210,Other Medical Antiques,true,false,4,163029
567,170063,Mining,false,true,3,20094
568,163034,Optical,false,false,3,20094
569,163035,Scientific Instruments,false,false,3,20094
570,163036,Barometers,true,false,4,163035
571,163037,Microscopes & Lab Equipment,false,false,4,163035
572,361,Other Antique Science Equip,false,true,4,163035
573,171167,Price Guides & Publications,true,false,3,20094
574,20095,"Other Antique Science, Medical",false,false,3,20094
575,156323,Sewing (Pre-1930),false,false,2,20081
576,156324,Baskets & Boxes,false,true,3,156323
577,156325,Buttons,false,false,3,156323
578,156326,Furniture,true,false,3,156323
579,156328,Needles & Cases,true,false,3,156323
580,156329,Patterns,true,false,3,156323
581,167949,Pin Cushions,false,false,3,156323
582,156327,Sewing Machines,false,false,3,156323
583,163106,Sewing Machine Parts,false,false,3,156323
584,156332,Spools & Thread,false,false,3,156323
585,156330,Thimbles,false,false,3,156323
586,167950,"Tools, Scissors & Measures",false,false,3,156323
587,171177,Price Guides & Publications,false,false,3,156323
588,156331,Other Antique Sewing,false,true,3,156323
589,20096,Silver,false,true,2,20081
590,2213,Sterling Silver (.925),false,true,3,20096
591,105908,Ash Trays,false,false,4,2213
592,163056,"Bottles, Decanters & Flasks",false,false,4,2213
593,37991,Bowls,true,false,4,2213
594,37992,Boxes,false,false,4,2213
595,105911,Brushes & Grooming Sets,true,false,4,2213
596,20103,Candlesticks & Candelabra,false,false,4,2213
597,105899,Card Cases,false,true,4,2213
598,105900,Cigarette & Vesta Cases,false,false,4,2213
599,163055,Creamers & Sugar Bowls,true,true,4,2213
600,37993,Cups & Goblets,false,false,4,2213
601,63620,Dishes & Coasters,false,true,4,2213
602,20104,Flatware & Silverware,false,true,4,2213
603,63623,Miniatures,false,false,4,2213
604,113310,Mustard Pots,false,false,4,2213
605,39440,Napkin Rings & Clips,false,false,4,2213
606,37995,Pitchers & Jugs,false,true,4,2213
607,163272,Plates & Chargers,false,false,4,2213
608,39441,Platters & Trays,false,false,4,2213
609,39442,Salt & Pepper Shakers,false,false,4,2213
610,163273,Salt Cellars,false,false,4,2213
611,105914,Sauce Boats,false,false,4,2213
612,63621,Souvenir Spoons,false,false,4,2213
613,63622,Sugar Bowls & Tongs,false,false,4,2213
614,37998,Tea/Coffee Pots & Sets,false,false,4,2213
615,107440,Thimbles,false,false,4,2213
616,39443,Vases & Urns,false,true,4,2213
617,107441,Vinaigrettes,false,false,4,2213
618,163271,Mixed Lots,false,false,4,2213
619,1215,Other Antique Sterling Silver,false,false,4,2213
620,20097,Coin Silver (.900),true,false,3,20096
621,169269,Silver Alloys (.800-.899),false,false,3,20096
622,2212,Silverplate,false,false,3,20096
623,105886,Ash Trays,false,false,4,2212
624,163048,Baskets,false,true,4,2212
625,163049,"Bottles, Decanters & Flasks",false,false,4,2212
626,37985,Bowls,true,false,4,2212
627,163050,Butter Dishes,false,false,4,2212
628,20098,Candlesticks & Candelabra,false,false,4,2212
629,163052,Creamers & Sugar Bowls,true,true,4,2212
630,37986,Cups & Goblets,true,false,4,2212
631,105889,Dishes & Coasters,false,false,4,2212
632,20099,Flatware & Silverware,false,false,4,2212
633,105894,Napkin Rings & Clips,true,false,4,2212
634,39437,Pitchers & Jugs,false,false,4,2212
635,163053,Plates & Chargers,false,false,4,2212
636,39438,Platters & Trays,true,false,4,2212
637,105896,Sauce Boats,true,false,4,2212
638,163051,Souvenir Spoons,false,false,4,2212
639,37988,Tea/Coffee Pots & Sets,false,false,4,2212
640,39439,Vases & Urns,false,false,4,2212
641,163054,Mixed Lots,false,false,4,2212
642,1216,Other Antique Silverplate,false,false,4,2212
643,151726,Non-U.S. Silver,false,true,3,20096
644,151732,Asia,true,false,4,151726
645,151727,Canada,false,false,4,151726
